customer_id,name,city,pincode,household_size,profession,is_rural
C00041,Ikshita Rai,Tiruchirappalli,500002,3,salaried,False
C00042,Ikbal Viswanathan,Rajahmundry,226001,3,student,True
C00043,Chakrika Sen,Machilipatnam,700001,6,salaried,True
C00044,Dhriti Mani,Buxar,226001,6,student,True
C00045,Urishilla Amble,Tiruvottiyur,600002,4,salaried,False
C00046,Devika Bajwa,Madanapalle,500002,7,salaried,False
C00047,Yatin Gaba,Hyderabad,600001,7,business,False
C00048,Omkaar Sengupta,Gurgaon,110002,1,homemaker,False
C00049,Chakradhar Sule,Allahabad,560001,4,homemaker,True
C00050,Radhika Mand,Bidar,500003,1,salaried,False
C00051,Samarth Minhas,Shahjahanpur,500001,4,salaried,False
C00052,Viraj Sachar,Hajipur,600001,2,salaried,False
C00053,Avni Chowdhury,Jhansi,500002,2,business,False
C00054,Saumya Kala,Ghaziabad,560001,5,business,True
C00055,Ekapad Sarkar,Bangalore,600001,4,homemaker,False
C00056,Matthew Dhawan,Begusarai,500002,7,homemaker,False
C00057,Frado Handa,Patna,110001,6,salaried,False
C00058,Abdul Ganguly,Jaunpur,110001,3,business,False
C00059,Ati Bhalla,Ramgarh,226001,5,homemaker,True
C00060,Abhimanyu Shere,Silchar,600001,6,student,False
C00061,Pranav Borah,Jhansi,110001,2,salaried,False
C00062,Turvi Murthy,Jodhpur,500002,4,salaried,False
C00063,Tanay Nadig,Amroha,226001,5,salaried,True
C00064,Bhavini Aggarwal,Coimbatore,500002,4,salaried,False
C00065,Rayaan Nayak,Ulhasnagar,226001,2,salaried,True
C00066,Zansi Baral,Begusarai,600001,5,salaried,False
C00067,Karan Raja,Udaipur,560001,2,business,True
C00068,Jatin Sahni,Berhampur,110002,1,salaried,False
C00069,Ranbir Handa,Davanagere,700001,2,salaried,True
C00070,Sanaya Sunder,Raipur,560001,7,salaried,True
C00071,Hamsini Karpe,Ambarnath,600002,7,student,False
C00072,Triya Sha,Bhubaneswar,500002,4,homemaker,False
C00073,Ishwar Deshpande,Vadodara,600002,3,business,False
C00074,Ansh Magar,Pudukkottai,560001,2,salaried,True
C00075,Ishani Koshy,Aligarh,226001,6,homemaker,True
C00076,Ishani Deol,Tinsukia,700001,7,salaried,True
C00077,Henry Ravel,Ujjain,700001,3,salaried,True
C00078,Eesha Bera,Avadi,500001,1,salaried,False
C00079,Ira Bakshi,Vasai-Virar,700001,5,salaried,True
C00080,Amara Rajan,Ramagundam,110002,5,salaried,False
C00081,Anika Ratti,Amroha,700001,7,homemaker,True
C00082,Dalaja Ramanathan,Thane,560001,3,business,True
C00083,Isaac Ramachandran,Aurangabad,500001,7,salaried,False
C00084,Samarth Date,Panchkula,560001,5,homemaker,True
C00085,Nidra Yohannan,Maheshtala,560001,2,salaried,True
C00086,Gopal Tailor,Tenali,500003,3,salaried,False
C00087,Wishi Sen,Berhampore,500001,4,business,False
C00088,Dakshesh Raju,Ongole,560001,2,business,True
C00089,Ojasvi Chand,Raichur,500003,2,salaried,False
C00090,Saksham Bora,Morbi,500003,2,salaried,False
C00091,Sanya Mand,North Dumdum,500001,4,business,False
C00092,Mitali Gala,Berhampur,600002,1,business,False
C00093,Vrishti Ramakrishnan,Udaipur,226001,6,business,True
C00094,Aarini Yadav,Jalna,110002,7,salaried,False
C00095,Imaran Sodhi,Tiruppur,226001,5,salaried,True
C00096,Eesha Patel,Pallavaram,700001,7,salaried,True
C00097,Tejas Yadav,Ranchi,110002,3,salaried,False
C00098,Ishwar Gill,North Dumdum,700001,1,homemaker,True
C00099,Dalaja Kala,Durg,560001,3,business,True
C00100,Rajeshri Chadha,Giridih,500002,7,salaried,False
C00101,Amol Dugar,Jalgaon,500001,5,student,False
C00102,Arunima Banerjee,Sambalpur,110002,4,business,False
C00103,Nilima Bawa,Kalyan-Dombivli,110002,7,salaried,False
C00104,Abeer D’Alia,Sagar,560001,2,student,True
C00105,Ria Mani,Bhopal,600002,7,homemaker,False
C00106,Upkaar Basu,Ongole,500003,2,business,False
C00107,Pushti Basu,Katihar,560001,4,salaried,True
C00108,Hritik Murty,Anand,110001,7,business,False
C00109,Baghyawati Comar,Muzaffarnagar,500003,1,student,False
C00110,Faraj Dani,Alappuzha,500001,1,salaried,False
C00111,Samar Sankar,Mumbai,500003,3,salaried,False
C00112,Ria Sunder,Buxar,600002,4,homemaker,False
C00113,Charan Borah,Meerut,500003,1,salaried,False
C00114,Yagnesh Halder,Jamnagar,500001,7,student,False
C00115,Samaksh Talwar,Bharatpur,600002,4,business,False
C00116,Megha Dhawan,Vellore,226001,5,salaried,True
C00117,Azad Bali,Shimla,110002,2,salaried,False
C00118,Lakshit Pillay,Raiganj,110002,7,student,False
C00119,Agastya Bhargava,Ballia,700001,2,salaried,True
C00120,Harrison Thakkar,Dewas,226001,2,business,True
C00121,Janaki Parmar,Kalyan-Dombivli,226001,4,business,True
C00122,Akshay Lall,Mumbai,500003,4,student,False
C00123,Mitali Tripathi,Kanpur,110002,3,homemaker,False
C00124,Abhimanyu Jaggi,Thiruvananthapuram,500001,2,business,False
C00125,Samarth Narain,Giridih,600001,3,salaried,False
C00126,Upma Pandey,Dhanbad,600001,2,homemaker,False
C00127,Balveer Guha,Kollam,600002,3,business,False
C00128,Manbir Dhar,Panchkula,110002,3,salaried,False
C00129,Qabil Raja,Bharatpur,110002,5,salaried,False
C00130,Tanish Minhas,Singrauli,600001,3,student,False
C00131,Arjun Bora,Kishanganj,110002,4,salaried,False
C00132,Osha Ahuja,Adoni,500003,3,business,False
C00133,Hredhaan Gala,Jodhpur,110001,2,business,False
C00134,Megha Naidu,Haridwar,500002,3,salaried,False
C00135,Nitesh Sood,Muzaffarnagar,226001,1,business,True
C00136,Brinda Ram,Baranagar,700001,6,salaried,True
C00137,Jagrati Kant,Belgaum,600002,2,salaried,False
C00138,Warhi Deshmukh,Ramagundam,110001,1,business,False
C00139,Nathan Pau,Belgaum,600001,2,salaried,False
C00140,Aachal Dave,Pallavaram,226001,4,student,True
C00141,Triya Borde,Sambhal,110002,6,student,False
C00142,Arya Behl,Shimla,700001,6,student,True
C00143,Bina Gara,Barasat,110002,4,salaried,False
C00144,Eta Banerjee,Raurkela Industrial Township,500001,6,salaried,False
C00145,Urvi Gokhale,Kota,500001,4,business,False
C00146,Zayan Atwal,New Delhi,700001,1,homemaker,True
C00147,David Chaudhary,Chandrapur,700001,5,student,True
C00148,Vedant Gade,Korba,600001,2,student,False
C00149,Tripti Chauhan,Mathura,700001,4,salaried,True
C00150,Qasim Arya,Panihati,500003,2,salaried,False
C00151,Adweta Korpal,Bellary,110002,1,business,False
C00152,Ati Basak,Bareilly,110001,5,salaried,False
C00153,Gauri Jha,Lucknow,560001,1,salaried,True
C00154,Ekansh Butala,Solapur,700001,6,homemaker,True
C00155,Krishna Kashyap,Amritsar,600002,2,salaried,False
C00156,Jack Vasa,Mau,500001,7,salaried,False
C00157,Frado Gala,Gorakhpur,500003,5,salaried,False
C00158,Ekapad Madan,Satara,226001,6,homemaker,True
C00159,Krishna Singh,Tiruchirappalli,560001,5,business,True
C00160,Aditya Behl,Secunderabad,110001,6,business,False
C00161,Tamanna Mukhopadhyay,Etawah,560001,1,homemaker,True
C00162,Vedant Choudhary,Delhi,700001,4,salaried,True
C00163,Laksh Bumb,Jodhpur,600001,2,business,False
C00164,Harita Sampath,Bidhannagar,500001,3,salaried,False
C00165,Gaurav Mahal,Jalandhar,500001,3,salaried,False
C00166,Yasti Jain,Tenali,226001,1,student,True
C00167,Karan Srinivas,Kolhapur,600001,2,student,False
C00168,Anthony Minhas,Gopalpur,110002,2,salaried,False
C00169,Pushti Bala,Jamshedpur,500002,1,salaried,False
C00170,Matthew Srinivas,Thiruvananthapuram,500003,2,business,False
C00171,Saumya Sarna,Bhavnagar,500001,4,salaried,False
C00172,Ronith Nadkarni,Ozhukarai,600002,1,salaried,False
C00173,Vrinda Issac,Kadapa,500001,4,salaried,False
C00174,Meera Sanghvi,Bally,560001,2,salaried,True
C00175,Vritti Pandit,Bhilwara,500001,1,student,False
C00176,Nakul Shah,Shahjahanpur,500001,2,salaried,False
C00177,Nathaniel Bail,Sambalpur,500002,1,salaried,False
C00178,Aachal Sarkar,Bhagalpur,500002,2,business,False
C00179,Janya Mani,Udupi,110001,4,homemaker,False
C00180,Aayush Dora,Kochi,110002,7,salaried,False
C00181,Yashvi Mammen,Orai,600002,4,salaried,False
C00182,Upkaar Palla,Ahmednagar,500001,2,salaried,False
C00183,Gautami Borra,Ranchi,500001,1,student,False
C00184,Chandresh Zachariah,Katihar,500003,3,business,False
C00185,Krishna Lad,Kollam,500002,4,student,False
C00186,Divya Sahota,Bilaspur,600002,4,homemaker,False
C00187,Isha Sarma,Avadi,226001,6,student,True
C00188,Sanaya Gade,Bidhannagar,110001,3,business,False
C00189,Sachi Ranganathan,Jamshedpur,110002,2,business,False
C00190,Luke Merchant,Ghaziabad,600001,7,salaried,False
C00191,Aahana Jain,Jammu,110002,1,homemaker,False
C00192,George Tiwari,Tumkur,560001,6,salaried,True
C00193,Wriddhish Varkey,Lucknow,500001,2,salaried,False
C00194,Mitesh Venkataraman,Agartala,110001,5,business,False
C00195,Pahal Mahajan,Maheshtala,560001,7,salaried,True
C00196,Upadhriti Vora,Vadodara,600002,4,business,False
C00197,Amol Naik,Jalna,600001,5,business,False
C00198,Krish Rau,Ratlam,500002,4,salaried,False
C00199,Ucchal Dave,Salem,110001,4,student,False
C00200,Isaiah Keer,Srinagar,110001,5,salaried,False
C00201,Faqid Kurian,Bangalore,500001,7,salaried,False
C00202,Yashasvi Nath,Indore,700001,5,business,True
C00203,Farhan Boase,Tadepalligudem,110001,2,business,False
C00204,Yash Ratta,Munger,500003,6,student,False
C00205,Arin Sarkar,Mumbai,600001,6,salaried,False
C00206,Vamakshi Wadhwa,Burhanpur,600001,5,business,False
C00207,Advay Seth,Madanapalle,500003,2,salaried,False
C00208,Mitesh Aurora,Sonipat,226001,6,homemaker,True
C00209,Yauvani Arora,Pudukkottai,500003,2,salaried,False
C00210,Mohini Bhatti,Sikar,500003,2,student,False
C00211,Zashil Saha,Khora ,600001,4,salaried,False
C00212,Qarin Sagar,Uluberia,110002,6,salaried,False
C00213,Jonathan Parsa,Rajahmundry,600001,6,business,False
C00214,Karan Hayer,Raebareli,700001,4,homemaker,True
C00215,Om Kapur,Jalandhar,500001,5,business,False
C00216,Gautam Rout,Pallavaram,560001,4,homemaker,True
C00217,Laban Gara,Naihati,110002,6,business,False
C00218,Manya Soman,Bilaspur,500002,6,business,False
C00219,Vasatika Bobal,Madhyamgram,560001,7,salaried,True
C00220,Mohini Khurana,Raichur,500001,5,student,False
C00221,Dev Konda,Mehsana,700001,4,salaried,True
C00222,Tripti Naidu,Akola,700001,1,homemaker,True
C00223,Yahvi Bhat,Malda,500002,1,homemaker,False
C00224,Kashvi Lalla,Visakhapatnam,110002,5,homemaker,False
C00225,Neel Brahmbhatt,Kanpur,226001,4,business,True
C00226,Aishani Sant,Ichalkaranji,500003,4,business,False
C00227,Wazir Ghose,Etawah,110002,2,student,False
C00228,Omya Sarraf,Bathinda,226001,6,salaried,True
C00229,Radhika Chahal,Bhiwandi,700001,3,business,True
C00230,Nathaniel Barad,Coimbatore,600001,7,salaried,False
C00231,Bachittar Das,Thoothukudi,500001,5,business,False
C00232,Chatura Khosla,Hubli–Dharwad,500002,3,salaried,False
C00233,Qasim Bandi,Pali,500001,3,salaried,False
C00234,Janani Mukherjee,Bongaigaon,600002,5,salaried,False
C00235,Pratyush Oak,Dharmavaram,600002,4,salaried,False
C00236,Nisha Baria,Thanjavur,110002,5,business,False
C00237,Laban Purohit,Gopalpur,700001,3,salaried,True
C00238,Vasana Sinha,Kollam,700001,6,business,True
C00239,Leena Nanda,Amaravati,500003,7,salaried,False
C00240,Madhavi Goyal,Muzaffarpur,500003,7,business,False
C00241,Onveer Minhas,Suryapet,500003,6,business,False
C00242,Vanya Shere,Dhanbad,600001,6,business,False
C00243,Yatin Hans,Ahmednagar,560001,4,student,True
C00244,Jagvi Brar,Srikakulam,110001,1,salaried,False
C00245,Bhavini Khalsa,Cuttack,560001,5,student,True
C00246,Kevin Rout,Bhind,500001,7,salaried,False
C00247,Siddharth Mutti,Bahraich,560001,6,business,True
C00248,Vasudha Minhas,Hajipur,600001,5,business,False
C00249,Ranveer Sidhu,Pudukkottai,500001,7,salaried,False
C00250,Jasmit Kari,Panihati,560001,6,business,True
C00251,Alka Choudhry,Silchar,600001,7,business,False
C00252,Aryan Mittal,Chittoor,110001,4,salaried,False
C00253,Meghana Kar,Kamarhati,560001,1,salaried,True
C00254,Sathvik Bora,Nashik,600001,1,salaried,False
C00255,Tanish Keer,Patna,500003,6,homemaker,False
C00256,Leena Chatterjee,Meerut,700001,7,business,True
C00257,Anya Arya,Haridwar,500003,4,salaried,False
C00258,Ojas Vasa,Madanapalle,700001,2,salaried,True
C00259,Mitesh Patla,Gaya,500002,5,business,False
C00260,Darika Handa,Nizamabad,500002,5,student,False
C00261,Aishani Raja,Akola,500002,3,salaried,False
C00262,Anika Ben,Suryapet,110001,4,salaried,False
C00263,Harrison Dyal,Bulandshahr,500003,7,homemaker,False
C00264,Logan Nair,Bijapur,700001,3,salaried,True
C00265,Lohit Sarin,Bettiah,600001,6,salaried,False
C00266,Chanakya Karnik,Alappuzha,500001,7,homemaker,False
C00267,Upasna Comar,Latur,600001,3,business,False
C00268,Yutika Kala,Agartala,500001,1,salaried,False
C00269,Netra Parsa,Bongaigaon,600002,5,salaried,False
C00270,Priya Madan,Chandigarh,600001,7,salaried,False
C00271,Yashawini Barad,Raiganj,560001,3,salaried,True
C00272,Adweta Chahal,Sultan Pur Majra,560001,1,homemaker,True
C00273,Waida Chandra,Latur,110002,4,salaried,False
C00274,Advika Garg,Panvel,500003,3,student,False
C00275,Henry Deol,Nizamabad,500001,6,homemaker,False
C00276,Xavier Dhawan,Kochi,500001,6,salaried,False
C00277,Logan Gara,Katni,500003,6,salaried,False
C00278,Urvashi Pillay,Gaya,110001,7,business,False
C00279,Bakhshi Subramaniam,Aurangabad,110002,5,homemaker,False
C00280,Utkarsh Vyas,Patiala,110001,3,student,False
C00281,Vasatika Sridhar,Navi Mumbai,110001,4,salaried,False
C00282,Eiravati Dutta,Bijapur,110001,3,business,False
C00283,Meghana Dyal,Ghaziabad,500003,5,business,False
C00284,Mitesh Karpe,Kirari Suleman Nagar,110001,1,homemaker,False
C00285,Bhavini Mallick,Durg,560001,5,salaried,True
C00286,Lakshmi Dugar,Burhanpur,500002,6,business,False
C00287,Aryan Rege,Avadi,600002,7,homemaker,False
C00288,Ryan Wagle,Bhilai,500001,1,salaried,False
C00289,Chasmum Bir,Chandrapur,500001,7,business,False
C00290,Gagan Rana,Bhalswa Jahangir Pur,600002,6,salaried,False
C00291,Xalak Dhillon,Bhiwani,500003,2,salaried,False
C00292,Anvi Zacharia,Sambalpur,600001,5,salaried,False
C00293,Vasana Dugal,Maheshtala,500003,5,homemaker,False
C00294,Kashvi Gour,Ajmer,500001,4,salaried,False
C00295,Chatresh Varkey,Maheshtala,500001,3,business,False
C00296,Wahab Sama,Jabalpur,600002,1,business,False
C00297,Adweta Kala,Kharagpur,110001,7,salaried,False
C00298,Abhimanyu Khosla,Nagaon,500003,1,business,False
C00299,Geetika Tandon,Bardhaman,700001,4,student,True
C00300,Owen Nagy,Tirunelveli,600002,4,homemaker,False
C00301,Diya Dugar,Etawah,560001,7,business,True
C00302,Isaiah Pandey,Parbhani,500001,3,business,False
C00303,Karan Dhar,South Dumdum,600002,7,salaried,False
C00304,Charvi Dhawan,Burhanpur,500003,7,homemaker,False
C00305,Bahadurjit Hora,Jabalpur,500001,6,salaried,False
C00306,Dayita Venkataraman,Hajipur,600001,3,student,False
C00307,Lohit Chhabra,Kottayam,600002,5,salaried,False
C00308,Karan Walla,Panchkula,110002,6,homemaker,False
C00309,Varenya Baral,Howrah,500001,2,student,False
C00310,Dhruv Narayan,Malda,500003,3,student,False
C00311,Krisha Borah,Rampur,500002,4,salaried,False
C00312,Azad Dixit,Surendranagar Dudhrej,700001,6,salaried,True
C00313,Ikshita Dhawan,Tenali,226001,3,business,True
C00314,Gopal Sharaf,Suryapet,110001,1,student,False
C00315,Abhiram Raghavan,Ujjain,226001,7,salaried,True
C00316,Lekha Narula,Loni,500003,2,homemaker,False
C00317,Mason Verma,Dindigul,560001,5,homemaker,True
C00318,Samar Kadakia,Uluberia,560001,7,salaried,True
C00319,Shaurya Patel,Raichur,500002,1,student,False
C00320,Omisha Soman,Bhopal,110001,1,business,False
C00321,Indali Garde,Bilaspur,110002,2,business,False
C00322,Harrison Bandi,Warangal,500002,5,salaried,False
C00323,Rayaan Sastry,Aligarh,226001,4,business,True
C00324,Ekiya Ramakrishnan,Bhiwani,500002,6,student,False
C00325,Shaurya Madan,Tadipatri,226001,5,salaried,True
C00326,Pooja Subramanian,Bhatpara,500001,3,business,False
C00327,Gaurav Bhatia,Madurai,560001,1,business,True
C00328,Tanvi Pandit,Anantapuram,500001,3,student,False
C00329,Jagdish Dua,Jaipur,700001,4,salaried,True
C00330,Nicholas Sidhu,Burhanpur,110001,3,homemaker,False
C00331,Nandini Bandi,Begusarai,110002,5,business,False
C00332,Shravya Wadhwa,Bhusawal,226001,3,salaried,True
C00333,Andrew Kade,Madurai,110002,4,salaried,False
C00334,Triya Varma,Tinsukia,226001,4,business,True
C00335,Sanya Ben,Pali,500003,4,homemaker,False
C00336,Ikbal Rao,Bettiah,500002,5,salaried,False
C00337,Ishwar Lall,Pimpri-Chinchwad,700001,4,student,True
C00338,Daniel Chowdhury,Bilaspur,560001,1,salaried,True
C00339,Prisha Mannan,Shimla,226001,7,business,True
C00340,Ronith Din,Thoothukudi,110002,4,homemaker,False
C00341,Vaishnavi Saha,Belgaum,700001,3,student,True
C00342,Qabil Mistry,Phusro,600001,6,salaried,False
C00343,Frado Bali,Jabalpur,600001,3,business,False
C00344,Gavin Sura,Muzaffarnagar,500001,6,salaried,False
C00345,Faris Raman,Allahabad,560001,3,salaried,True
C00346,Nimrat Singh,Nashik,500003,5,student,False
C00347,Krishna Walla,Mysore,110002,3,student,False
C00348,Imaran Ben,Uluberia,500002,5,salaried,False
C00349,Anirudh Savant,Jabalpur,500002,5,homemaker,False
C00350,Caleb Borah,Aurangabad,110002,4,business,False
C00351,Oliver Nori,Amroha,110001,1,salaried,False
C00352,Ishani Subramanian,Bellary,500003,6,business,False
C00353,Timothy Parmer,Bhatpara,700001,4,business,True
C00354,Xalak Sule,Unnao,226001,4,business,True
C00355,Pahal Arora,Dindigul,110001,7,business,False
C00356,Triveni Peri,Mirzapur,226001,5,business,True
C00357,Indali Khare,Madhyamgram,226001,5,salaried,True
C00358,Chameli Kunda,Ludhiana,110001,6,student,False
C00359,Krishna Guha,Alappuzha,500001,3,business,False
C00360,Nirja Bajaj,Aurangabad,600001,3,salaried,False
C00361,Triya Khurana,Salem,226001,4,student,True
C00362,Mugdha Khurana,Kollam,110001,2,homemaker,False
C00363,Sudiksha Mannan,Davanagere,110001,2,homemaker,False
C00364,Balvan Soman,Srinagar,600002,3,salaried,False
C00365,Yachana Swamy,Hubli–Dharwad,500001,2,salaried,False
C00366,Keya Prabhu,Hyderabad,560001,7,business,True
C00367,Yochana Sabharwal,Begusarai,600002,3,salaried,False
C00368,Mitali Keer,Malda,600002,5,homemaker,False
C00369,Manya Sagar,Tiruchirappalli,110002,4,salaried,False
C00370,Raksha Ramaswamy,Bathinda,600001,1,salaried,False
C00371,Joshua Dhingra,Gurgaon,110001,4,salaried,False
C00372,Chanchal Mahal,Guwahati,600001,3,salaried,False
C00373,Chandran Saraf,Ghaziabad,500003,7,student,False
C00374,Rajeshri Murty,Miryalaguda,110002,3,business,False
C00375,Aadhya Lall,Nagpur,560001,4,salaried,True
C00376,Pahal Dhawan,Visakhapatnam,600001,7,salaried,False
C00377,Irya Murty,Mysore,500002,7,business,False
C00378,Parth Barman,Mehsana,226001,7,salaried,True
C00379,Meghana Lad,Nagaon,500003,6,business,False
C00380,Prisha Gopal,Mau,500001,3,business,False
C00381,Pavani Buch,Gandhidham,560001,2,student,True
C00382,Chaitaly Chacko,Sambhal,500003,2,homemaker,False
C00383,Darsh Kala,Satara,226001,3,homemaker,True
C00384,Yagnesh Narayanan,Solapur,110002,3,homemaker,False
C00385,Lekha Dash,Madurai,226001,6,salaried,True
C00386,Victor Parikh,Firozabad,600002,2,salaried,False
C00387,Champak Rattan,Sambhal,226001,3,salaried,True
C00388,Rayaan Wable,Nagercoil,600002,3,homemaker,False
C00389,Yauvani Vyas,Dhanbad,110002,6,homemaker,False
C00390,Logan Loyal,Madhyamgram,700001,6,homemaker,True
C00391,Ladli Dora,Ballia,600002,4,salaried,False
C00392,Rajeshri Madan,Bhilai,500001,6,homemaker,False
C00393,Vincent Wadhwa,Dindigul,226001,1,salaried,True
C00394,Ayaan Nanda,Rampur,226001,2,salaried,True
C00395,Ria Krishnan,Pondicherry,500001,4,salaried,False
C00396,Pahal Murty,Anantapuram,500002,1,salaried,False
C00397,Darpan Rout,Udupi,110001,3,business,False
C00398,Yug Saraf,Karimnagar,700001,3,salaried,True
C00399,Advaith Khosla,Khandwa,560001,4,business,True
C00400,Sai Vig,Pondicherry,600002,6,business,False
C00401,Eta Cherian,Tadepalligudem,500001,7,homemaker,False
C00402,Meera Talwar,Bhubaneswar,110002,7,business,False
C00403,Pahal Jain,Kumbakonam,600002,3,salaried,False
C00404,Sarthak Sunder,Latur,110001,7,student,False
C00405,Kritika Kumar,Agra,110002,5,homemaker,False
C00406,Jackson Aurora,Nellore,500003,4,salaried,False
C00407,Pavani Choudhry,Panihati,226001,1,business,True
C00408,Naveen Bhatt,Kharagpur,500003,4,salaried,False
C00409,Jeremiah Kala,Ajmer,600002,2,salaried,False
C00410,Adweta Panchal,Rajpur Sonarpur,110001,6,business,False
C00411,Amaira Srinivas,Muzaffarpur,700001,6,homemaker,True
C00412,Udyati Chadha,Moradabad,600002,4,salaried,False
C00413,Yadavi Narayan,Ludhiana,500001,3,student,False
C00414,Vasana Kaur,Pudukkottai,600001,3,homemaker,False
C00415,Timothy Bajaj,Varanasi,600002,5,homemaker,False
C00416,Lakshit Pandya,Bardhaman,226001,5,salaried,True
C00417,Orinder Hora,Malda,226001,6,homemaker,True
C00418,Ekaraj Suresh,Narasaraopet,600002,5,salaried,False
C00419,Ganga Ghose,Kulti,110002,1,business,False
C00420,Vrishti Parsa,Firozabad,600001,5,salaried,False
C00421,Bhavya Pandya,Karaikudi,500001,1,salaried,False
C00422,Parth Mukherjee,Jamalpur,600002,5,student,False
C00423,Mason Saxena,Naihati,110002,6,salaried,False
C00424,Unnati Chopra,Kochi,226001,6,salaried,True
C00425,Elijah Rattan,Jamshedpur,226001,1,salaried,True
C00426,Laban Goyal,Chandrapur,110001,4,business,False
C00427,Irya Bath,Begusarai,600002,6,salaried,False
C00428,Tripti Rajan,Dehradun,600001,4,student,False
C00429,Agastya Datta,Thane,500002,3,salaried,False
C00430,Ishwar Kant,Sagar,600001,1,salaried,False
C00431,Odika Dhar,Panvel,226001,7,salaried,True
C00432,Rayaan Dhingra,Salem,226001,6,business,True
C00433,Praneel Gole,Jalna,500003,2,salaried,False
C00434,Nisha Dhar,Jalgaon,226001,3,salaried,True
C00435,Inaya Ben,Hindupur,500001,4,homemaker,False
C00436,George Choudhry,Panvel,560001,6,business,True
C00437,Adweta Krishnan,Hubli–Dharwad,600002,1,salaried,False
C00438,Ekavir Panchal,Agartala,600001,7,salaried,False
C00439,Nirja Krishnamurthy,Thoothukudi,560001,5,homemaker,True
C00440,Mohammed Pingle,Bulandshahr,110002,7,salaried,False
C00441,Michael Chander,Bathinda,500002,2,salaried,False
C00442,Vihaan Solanki,Bellary,500001,4,student,False
C00443,Baljiwan Pandey,Agartala,600001,3,business,False
C00444,Luke Badal,Jalgaon,560001,7,business,True
C00445,Gaurika Chada,Jalgaon,500002,1,salaried,False
C00446,Falguni Rama,Tiruvottiyur,500003,2,salaried,False
C00447,Vivaan Dara,Arrah,500001,1,business,False
C00448,Farhan Natt,Maheshtala,500001,6,salaried,False
C00449,Mason Dixit,Nagercoil,500003,5,business,False
C00450,Vrishti Jhaveri,Ambarnath,600002,3,business,False
C00451,Rohan Bhavsar,Shahjahanpur,500003,1,salaried,False
C00452,Vansha Gour,Chandrapur,500001,4,homemaker,False
C00453,Urvi Gulati,Bettiah,500001,6,student,False
C00454,Faras Mistry,Bhind,560001,6,student,True
C00455,Yashica Yogi,Mumbai,226001,3,salaried,True
C00456,Jatin Oak,Kulti,500002,6,salaried,False
C00457,Odika Sura,Bally,500003,4,business,False
C00458,Krishna Sarna,Bikaner,500002,1,salaried,False
C00459,Avi Sahota,Karaikudi,500003,3,homemaker,False
C00460,Umang Pandit,Delhi,110002,6,salaried,False
C00461,Chaaya Reddy,Jamshedpur,500001,6,business,False
C00462,Darsh Lad,Noida,226001,4,salaried,True
C00463,Nitara Jain,Vasai-Virar,560001,5,business,True
C00464,Lakshit Subramaniam,Silchar,226001,5,salaried,True
C00465,Samesh Karpe,Bareilly,226001,7,salaried,True
C00466,Yahvi Dave,Gwalior,226001,6,salaried,True
